run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2018-05-19_15.00.10,E-9,2620,8042,1,0.045882516508407994,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 0.9955577576882938}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.000330877033821}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.060322064489463}]",0,0,1,[],"[(5710, 5919)]",1,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 0.9955577576882938}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.000330877033821}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.060322064489463}]",SMAP,"[[5550, 5900]]",[point]
2018-05-19_15.00.10,E-10,2620,8245,3,0.07062565687494626,"[{'start_idx': 1498, 'end_idx': 1749, 'score': 4.267897763156495}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.728884354887802}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.558826544922453}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.232652663514374}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.924391407555637}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.073004567341183}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.273295697139758}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.710254020428401}, {'start_idx': 5670, 'end_idx': 5713, 'score': 7.9720759553084175}]",1,0,2,"[[1748, 1999]]","[(5010, 5149), (5570, 5963)]",2,"[{'start_idx': 1498, 'end_idx': 1749, 'score': 4.267897763156495}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.728884354887802}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.558826544922453}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.232652663514374}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.924391407555637}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.073004567341183}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.273295697139758}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.710254020428401}, {'start_idx': 5670, 'end_idx': 5713, 'score': 7.9720759553084175}]",SMAP,"[[5000, 5050], [5601, 5871]]","[contextual, contextual]"
2018-05-19_15.00.10,E-11,2620,8254,3,0.075568406879118,"[{'start_idx': 1468, 'end_idx': 1750, 'score': 3.8528335048668203}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.862131298941512}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.276515643986218}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.138516582341207}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.610906656377898}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.92625980221012}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.172153544248562}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.505462626370019}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.905534490251679}]",1,0,2,"[[1718, 2000]]","[(5010, 5149), (5570, 5964)]",2,"[{'start_idx': 1468, 'end_idx': 1750, 'score': 3.8528335048668203}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.862131298941512}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.276515643986218}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.138516582341207}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.610906656377898}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.92625980221012}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.172153544248562}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.505462626370019}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.905534490251679}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
2018-05-19_15.00.10,E-12,2620,8252,5,0.06191818691774454,"[{'start_idx': 1525, 'end_idx': 1758, 'score': 3.8077568434747}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.653533610565083}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.219644571361373}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6914209834886424}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.015176596756865}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.847826225188652}, {'start_idx': 5740, 'end_idx': 5809, 'score': 5.918312746484314}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.26202893966356}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.725161093642827}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.254839565596303}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.381080504773971}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.576853895514065}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.717095405932797}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.415398742007353}, {'start_idx': 6300, 'end_idx': 6344, 'score': 5.747757675455116}]",1,0,2,"[[1775, 2008]]","[(5010, 5149), (5570, 5709), (5850, 5919), (5990, 6594)]",2,"[{'start_idx': 1525, 'end_idx': 1758, 'score': 3.8077568434747}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.653533610565083}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.219644571361373}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6914209834886424}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.015176596756865}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.847826225188652}, {'start_idx': 5740, 'end_idx': 5809, 'score': 5.918312746484314}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.26202893966356}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.725161093642827}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.254839565596303}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.381080504773971}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.576853895514065}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.717095405932797}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.415398742007353}, {'start_idx': 6300, 'end_idx': 6344, 'score': 5.747757675455116}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2018-05-19_15.00.10,E-13,2620,8380,2,0.06053150637609552,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.410681245910968}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.4675150232537755}, {'start_idx': 6230, 'end_idx': 6299, 'score': 3.75929917794407}]",0,1,2,[],"[(5570, 5709), (6480, 6549)]",3,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.410681245910968}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.4675150232537755}, {'start_idx': 6230, 'end_idx': 6299, 'score': 3.75929917794407}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2018-05-19_15.00.10,A-1,2620,8380,1,0.012466907437206168,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 3.2014438937526872}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.6588575318785037}]",0,0,1,[],"[(4730, 4869)]",1,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 3.2014438937526872}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.6588575318785037}]",SMAP,"[[4690, 4774]]",[point]
2018-05-19_15.00.10,D-1,2589,8249,2,0.07326525651190066,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1255602582585738}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.278115392864505}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.621386018137102}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.838672497351893}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.132053490068834}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.198180903761623}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.8904391287223605}]",0,0,1,[],"[(5220, 5359), (5570, 5919)]",1,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1255602582585738}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.278115392864505}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.621386018137102}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.838672497351893}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.132053490068834}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.198180903761623}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.8904391287223605}]",SMAP,"[[5250, 8508]]",[point]
2018-05-19_15.00.10,P-2,2561,7949,1,0.05388438738300663,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.69141041926446}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.217212418189407}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.122119153034495}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.949777920622179}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.269804589353653}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.744755295145293}]",0,0,1,[],"[(5290, 5709)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.69141041926446}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.217212418189407}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.122119153034495}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.949777920622179}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.269804589353653}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.744755295145293}]",SMAP,"[[5350, 6575]]",[point]
2018-05-19_15.00.10,P-3,2595,8233,2,0.0362525603243089,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.8394361211283505}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.488656825745577}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.791678120222637}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.708566106285172}, {'start_idx': 5390, 'end_idx': 5423, 'score': 5.710038541969619}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.11655334392164}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.448433802365553}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.19806694816175}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.587248764278153}]",0,0,1,[],"[(5360, 5673), (5780, 6059)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.8394361211283505}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.488656825745577}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.791678120222637}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.708566106285172}, {'start_idx': 5390, 'end_idx': 5423, 'score': 5.710038541969619}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.11655334392164}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.448433802365553}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.19806694816175}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.587248764278153}]",SMAP,"[[5401, 6736]]",[point]
2018-05-19_15.00.10,D-2,2620,8335,2,0.02016029494519032,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.017099027602761}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.873544129577661}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.438378294893665}, {'start_idx': 8190, 'end_idx': 8259, 'score': 5.261292291141255}]",0,0,1,[],"[(4660, 4869), (8440, 8509)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.017099027602761}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.873544129577661}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.438378294893665}, {'start_idx': 8190, 'end_idx': 8259, 'score': 5.261292291141255}]",SMAP,"[[4319, 8536]]",[point]
2018-05-19_15.00.10,D-3,2620,8380,1,0.0563718073335617,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 13.817232467799117}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.424254526097378}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.631823210336975}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.807654936966166}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.299494607370212}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.876263132573254}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.479463549620704}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.115263009126862}]",0,0,1,[],"[(5360, 5919)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 13.817232467799117}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.424254526097378}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.631823210336975}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.807654936966166}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.299494607370212}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.876263132573254}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.479463549620704}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.115263009126862}]",SMAP,"[[5225, 8500]]",[point]
2018-05-19_15.00.10,D-4,2573,8213,1,0.047635769302921085,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 9.228934696644492}, {'start_idx': 5110, 'end_idx': 5179, 'score': 9.657096464306079}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.53464561632221}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.34838556442377}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.026006021436952}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.879901531304188}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.572490455584575}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 9.228934696644492}, {'start_idx': 5110, 'end_idx': 5179, 'score': 9.657096464306079}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.53464561632221}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.34838556442377}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.026006021436952}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.879901531304188}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.572490455584575}]",SMAP,"[[5225, 8472]]",[point]
2018-05-19_15.00.10,A-2,2388,7654,3,0.07482639799114815,"[{'start_idx': 793, 'end_idx': 1095, 'score': 1.8545669243939444}, {'start_idx': 1213, 'end_idx': 1466, 'score': 1.901390805835339}, {'start_idx': 4200, 'end_idx': 4269, 'score': 2.377316696619421}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.832082350265727}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.8800572288975474}]",2,0,1,"[[1043, 1345], [1463, 1716]]","[(4450, 4659)]",1,"[{'start_idx': 793, 'end_idx': 1095, 'score': 1.8545669243939444}, {'start_idx': 1213, 'end_idx': 1466, 'score': 1.901390805835339}, {'start_idx': 4200, 'end_idx': 4269, 'score': 2.377316696619421}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.832082350265727}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.8800572288975474}]",SMAP,"[[4450, 4560]]",[contextual]
2018-05-19_15.00.10,A-3,2476,7945,1,0.04875772269698467,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 3.1399710031190193}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.08955828735186}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.4511957887796356}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.2026035357024933}]",0,0,1,[],"[(4590, 4869)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 3.1399710031190193}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.08955828735186}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.4511957887796356}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.2026035357024933}]",SMAP,"[[4575, 4760]]",[contextual]
2018-05-19_15.00.10,A-4,2430,7820,1,0.05631382313510564,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.888940819344895}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.834498567438778}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.940729276677513}, {'start_idx': 4480, 'end_idx': 4546, 'score': 2.4210430364859152}]",0,0,1,[],"[(4520, 4796)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.888940819344895}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.834498567438778}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.940729276677513}, {'start_idx': 4480, 'end_idx': 4546, 'score': 2.4210430364859152}]",SMAP,"[[4550, 4660]]",[contextual]
2018-05-19_15.00.10,G-1,2560,8209,1,0.0653990003824348,"[{'start_idx': 5740, 'end_idx': 5809, 'score': 3.03945399604053}, {'start_idx': 5810, 'end_idx': 5879, 'score': 3.1717221688452137}]",1,1,0,"[[5990, 6129]]",[],1,"[{'start_idx': 5740, 'end_idx': 5809, 'score': 3.03945399604053}, {'start_idx': 5810, 'end_idx': 5879, 'score': 3.1717221688452137}]",SMAP,"[[4770, 4890]]",[contextual]
2018-05-19_15.00.10,G-2,2218,7101,1,0.007272604695005729,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 5.363814176092378}, {'start_idx': 3850, 'end_idx': 3919, 'score': 4.040501718911943}]",0,0,1,[],"[(4030, 4169)]",1,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 5.363814176092378}, {'start_idx': 3850, 'end_idx': 3919, 'score': 4.040501718911943}]",SMAP,"[[4030, 4070]]",[point]
2018-05-19_15.00.10,D-5,2301,7368,1,0.11522688701159733,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 2.2497392055739462}, {'start_idx': 4620, 'end_idx': 4689, 'score': 2.0055472914946675}]",0,0,1,[],"[(4800, 4939)]",1,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 2.2497392055739462}, {'start_idx': 4620, 'end_idx': 4689, 'score': 2.0055472914946675}]",SMAP,"[[4800, 4850]]",[point]
2018-05-19_15.00.10,D-6,2334,7624,1,0.045726233067807306,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 3.286905994310184}, {'start_idx': 4690, 'end_idx': 4759, 'score': 3.32341876011755}]",0,0,1,[],"[(4870, 5009)]",1,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 3.286905994310184}, {'start_idx': 4690, 'end_idx': 4759, 'score': 3.32341876011755}]",SMAP,"[[4870, 4950]]",[point]
